Id,SalePrice
2801,3.240641803588536e+249
2802,inf
2803,inf
2804,inf
2805,1.460813704680621e+238
2806,3.9085660412651175e+212
2807,6.945962974402607e+245
2808,inf
2809,7.040046350793785e+281
2810,8.24499574551763e+285
2811,inf
2812,2.3757095305316106e+263
2813,inf
2814,inf
2815,inf
2816,inf
2817,inf
2818,2.9644693785353944e+281
2819,3.4956813040818604e+222
2820,inf
2821,1.354213337336302e+248
2822,inf
2823,inf
2824,inf
2825,inf
2826,2.774828166554125e+287
2827,inf
2828,inf
2829,inf
2830,inf
2831,5.726894659513172e+274
2832,inf
2833,inf
2834,inf
2835,inf
2836,1.1523901533280798e+303
2837,inf
2838,inf
2839,inf
2840,inf
2841,inf
2842,inf
2843,5.311309637494948e+286
2844,inf
2845,4.612376473758821e+243
2846,inf
2847,inf
2848,inf
2849,inf
2850,inf
2851,inf
2852,inf
2853,inf
2854,4.2943334882439645e+217
2855,inf
2856,9.371393168048335e+304
2857,8.256651509937783e+293
2858,inf
2859,3.737476074248627e+292
2860,1.2527574928357767e+269
2861,inf
2862,1.441192771305025e+288
2863,9.350095644417363e+258
2864,inf
2865,1.5372898600917987e+214
2866,1.2063123593500469e+238
2867,2.2770535586371474e+232
2868,5.2488796821822934e+269
2869,inf
2870,inf
2871,2.1972051018237154e+270
2872,1.0510519388242022e+214
2873,4.65604504640896e+301
2874,inf
2875,1.4445322627420137e+267
2876,3.8195515370458486e+272
2877,6.910011797853257e+251
2878,3.771426255528057e+302
2879,inf
2880,3.4778233640592485e+256
2881,inf
2882,inf
2883,7.761470302889758e+305
2884,inf
2885,inf
2886,inf
2887,3.1860032379805023e+250
2888,2.8375111562122935e+265
2889,2.4654117497746316e+226
2890,2.3437033444059524e+214
2891,1.6811402933705155e+305
2892,8.941999477388818e+262
2893,2.0990440448825086e+281
2894,7.957065801985452e+238
2895,inf
2896,3.5563543692997867e+288
2897,inf
2898,inf
2899,2.4716450982781783e+305
2900,inf
2901,inf
2902,inf
2903,inf
2904,inf
2905,inf
2906,5.1387194559375174e+296
2907,7.215131917978593e+201
2908,6.465715931801724e+276
2909,inf
2910,3.265398766283311e+161
2911,2.113146419059654e+186
2912,inf
2913,6.418880986332361e+189
2914,9.179717000077238e+180
2915,2.212217563074344e+185
2916,7.223338342439097e+190
2917,inf
2918,6.328483302312794e+283
2919,inf
